"exclude","ne","not","clausetype","never.posn","not.posn","finite","id","year","author","prev.ne","prev.not","next.ne","next.not","has.ne","has.not","has.both","neg.type","has.ne.prev","has.not.prev","has.both.prev","prev.neg.type","has.ne.next","has.not.next","has.both.next","next.neg.type","datepd"
"-","-","-","second-conjunct","-","-","-","CMAELR3,26.5",1400,"CMAELR3",NA,NA,"contracted","-",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,27.27",1400,"CMAELR3","-","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,27.29",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,27.29",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,27.42",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,27.44",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,27.44",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,27.45",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,28.70",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,28.76",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,28.77",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,29.80",1400,"CMAELR3","-","postverbal","ne","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","matrix","-","postverbal","finite","CMAELR3,29.91",1400,"CMAELR3","-","postverbal","contracted","-",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","relative","-","-","-","CMAELR3,29.92",1400,"CMAELR3","ne","postverbal","-","-",FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,"both",FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,29.92",1400,"CMAELR3","contracted","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,29.92",1400,"CMAELR3","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,29.92",1400,"CMAELR3","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,29.94",1400,"CMAELR3","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,30.105",1400,"CMAELR3","-","-","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,30.107",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,30.108",1400,"CMAELR3","contracted","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,30.109",1400,"CMAELR3","contracted","-","ne","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","other","-","postverbal","finite","CMAELR3,30.113",1400,"CMAELR3","contracted","-","contracted","-",TRUE,TRUE,TRUE,"both",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","relative","-","-","-","CMAELR3,30.119",1400,"CMAELR3","ne","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,30.120",1400,"CMAELR3","contracted","-","ne","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","matrix","-","postverbal","finite","CMAELR3,30.122",1400,"CMAELR3","-","postverbal","contracted","-",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,30.125",1400,"CMAELR3","ne","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,31.132",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,31.140",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMAELR3,31.147",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,31.149",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,31.154",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMAELR3,32.174",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR3,32.177",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,33.202",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,34.245",1400,"CMAELR3","contracted","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,35.255",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,35.269",1400,"CMAELR3","-","-","ne","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,"ne",3
"concord","ne","-","relative","preverbal","-","finite","CMAELR3,35.270",1400,"CMAELR3","-","postverbal","ne","postverbal",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",3
"constituent","ne","postverbal","matrix","-","postverbal","finite","CMAELR3,36.309",1400,"CMAELR3","ne","-","-","postverbal",TRUE,TRUE,TRUE,"both",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,36.310",1400,"CMAELR3","ne","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,36.311",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,36.316",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,36.317",1400,"CMAELR3","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"constituent","-","-","matrix","-","-","-","CMAELR3,37.327",1400,"CMAELR3","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"constituent","-","-","second-conjunct","-","-","-","CMAELR3,37.328",1400,"CMAELR3","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,37.330",1400,"CMAELR3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,37.331",1400,"CMAELR3","-","postverbal","ne","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","other","-","postverbal","finite","CMAELR3,38.343",1400,"CMAELR3","-","postverbal","-","postverbal",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,38.346",1400,"CMAELR3","ne","postverbal","-","preverbal",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",FALSE,FALSE,FALSE,NA,3
"constituent","-","preverbal","matrix","-","preverbal","finite","CMAELR3,38.370",1400,"CMAELR3","-","postverbal","-","preverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"constituent","-","preverbal","matrix","-","preverbal","finite","CMAELR3,38.372",1400,"CMAELR3","-","preverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,38.374",1400,"CMAELR3","-","preverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,40.432",1400,"CMAELR3","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,41.433",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,41.452",1400,"CMAELR3","-","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,42.476",1400,"CMAELR3","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,42.477",1400,"CMAELR3","-","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,42.479",1400,"CMAELR3","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR3,42.494",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR3,43.500",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,43.500",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,43.503",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,43.504",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,43.507",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,43.508",1400,"CMAELR3","-","postverbal","ne","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","second-conjunct","-","postverbal","finite","CMAELR3,43.508",1400,"CMAELR3","-","postverbal","ne","-",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","that","-","-","finite","CMAELR3,44.535",1400,"CMAELR3","ne","postverbal","-","postverbal",TRUE,FALSE,FALSE,"ne",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",3
"only","-","postverbal","that","-","postverbal","finite","CMAELR3,44.551",1400,"CMAELR3","ne","-","-","postverbal",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMAELR3,44.557",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,45.584",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,46.620",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,46.622",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,46.624",1400,"CMAELR3","-","postverbal","ne","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","matrix","-","postverbal","finite","CMAELR3,47.650",1400,"CMAELR3","-","postverbal","-","postverbal",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,47.654",1400,"CMAELR3","ne","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,47.655",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,47.656",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","that","-","-","-","CMAELR3,47.666",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMAELR3,47.666",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,47.675",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,48.682",1400,"CMAELR3","-","postverbal","ne","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",3
"-","ne","postverbal","matrix","-","postverbal","finite","CMAELR3,48.699",1400,"CMAELR3","-","postverbal","-","postverbal",TRUE,TRUE,TRUE,"both",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,49.722",1400,"CMAELR3","ne","postverbal","-","-",FALSE,TRUE,FALSE,"not",TRUE,TRUE,TRUE,"both",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,49.727",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,49.741",1400,"CMAELR3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMAELR3,49.745",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,50.760",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,50.762",1400,"CMAELR3","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,50.764",1400,"CMAELR3","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,50.765",1400,"CMAELR3","-","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,50.768",1400,"CMAELR3","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,50.770",1400,"CMAELR3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,50.771",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,50.772",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,50.773",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,50.775",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMAELR3,50.776",1400,"CMAELR3","contracted","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,50.781",1400,"CMAELR3","contracted","-","-","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMAELR3,50.782",1400,"CMAELR3","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,50.783",1400,"CMAELR3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,50.790",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMAELR3,51.801",1400,"CMAELR3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","matrix","-","-","finite","CMAELR3,51.806",1400,"CMAELR3","-","postverbal","-","-",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMAELR3,51.809",1400,"CMAELR3","ne","-","contracted","-",FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,"ne",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMAELR3,51.815",1400,"CMAELR3","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,52.843",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,53.854",1400,"CMAELR3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMAELR3,53.859",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,53.860",1400,"CMAELR3","contracted","-","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMAELR3,53.860",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,53.861",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,53.862",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,53.862",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMAELR3,53.863",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"only","-","postverbal","other","-","postverbal","finite","CMAELR3,53.873",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,54.895",1400,"CMAELR3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","relative","-","-","finite","CMAELR3,54.895",1400,"CMAELR3","-","postverbal","-","postverbal",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMAELR3,54.901",1400,"CMAELR3","ne","-","contracted","-",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMAELR3,55.906",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","that","-","postverbal","finite","CMAELR3,55.909",1400,"CMAELR3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMAELR3,55.912",1400,"CMAELR3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
